subject,Trial Number,Condition Index,Probe Index,Sector Index,Absolute Tilt,Probe Angle,Reaction Time
6,0,1,1,7,283.1551,264.9809,5.159193
6,1,3,1,3,110.7238,121.1551,4.033962
6,2,2,0,0,25.73297,33.45962,3.189385
6,3,1,0,5,180.8842,184.3959,6.023386
6,4,0,1,5,177.8107,192.0229,1.382306
6,5,0,0,7,255.7981,269.2894,4.141747
6,6,2,1,5,178.3589,188.3705,3.022956
6,7,3,0,5,178.0643,196.4607,2.632968
6,8,0,1,4,171.7176,172.287,4.633315
6,9,0,1,5,179.59,186.9963,2.479701
6,10,1,1,1,73.84338,56.81614,3.889916
6,11,3,0,9,330.7958,344.251,3.21628
6,12,2,0,5,196.3604,202.0181,2.490073
6,13,0,0,6,243.6603,230.6101,1.916955
6,14,2,1,2,55.68674,89.23018,1.722924
6,15,0,0,3,112.4494,139.3572,4.166199
6,16,3,0,6,241.527,216.4258,2.032751
6,17,3,0,0,24.43701,10.46654,3.799082
6,18,0,1,3,92.05212,108.5694,1.381248
6,19,0,1,8,300.4661,290.4473,5.847316
6,20,3,1,3,147.4028,123.1982,2.199739
6,21,0,0,4,177.3336,179.3173,3.527611
6,22,1,0,5,198.2108,204.4362,3.188894
6,23,3,1,8,293.2111,288.7074,3.117308
6,24,2,0,1,61.90955,51.87413,1.722965
6,25,1,0,9,318.8978,342.3009,3.038143
6,26,0,1,9,356.6483,338.7776,4.849255
6,27,1,1,6,243.9668,235.5351,2.105876
6,28,0,0,7,241.3296,270.3891,2.865683
6,29,3,1,9,329.4359,341.6867,1.567207
6,30,0,0,0,50.25803,17.61279,1.933423
6,31,3,0,1,47.69989,61.0192,3.082318
6,32,1,1,6,270.7177,244.4812,4.021373
6,33,1,0,8,271.0026,309.4786,5.706414
6,34,3,0,9,347.9591,344.8657,2.600235
6,35,2,0,3,126.8991,125.6069,2.855136
6,36,2,0,6,246.7949,242.7827,4.656912
6,37,2,0,5,197.1125,197.1768,4.522973
6,38,2,0,9,319.5876,332.8907,3.172989
6,39,0,0,3,135.2459,117.9772,3.433408
6,40,3,0,1,49.63672,44.75376,2.349634
6,41,2,1,8,302.5196,308.1071,3.204772
6,42,2,1,6,270.8485,233.7113,2.87196
6,43,1,0,7,232.5733,269.0014,4.924854
6,44,2,1,8,314.5778,290.263,4.189017
6,45,2,0,9,324.2723,334.9724,3.157564
6,46,0,0,8,267.2107,322.181,6.667222
6,47,3,1,8,304.4418,292.4372,2.800072
6,48,2,1,5,269.3286,208.1383,1.406209
6,49,1,1,7,267.9167,268.7416,7.155291
6,50,3,0,5,183.3106,186.2417,1.949856
6,51,2,1,4,138.2197,158.4757,5.788008
6,52,0,1,1,51.10941,71.02493,2.915047
6,53,3,1,8,305.8139,302.1887,3.04968
6,54,3,0,0,46.82529,20.93015,1.982114
6,55,3,0,1,45.47226,38.40677,2.516461
6,56,0,1,9,305.2004,331.017,6.197861
6,57,1,0,2,128.2225,100.7391,1.721959
6,58,2,1,0,19.70856,16.34503,5.341269
6,59,2,1,6,268.5807,240.7543,4.773344
6,60,1,1,1,78.95026,50.36798,5.222106
6,61,0,0,8,265.9352,315.9896,6.097885
6,62,2,1,9,350.1085,348.0797,4.789454
6,63,2,1,1,57.25232,44.70736,2.406458
6,64,2,0,3,127.6421,115.9249,1.841817
6,65,3,0,8,302.8372,308.1768,3.216781
6,66,3,0,8,311.1883,308.559,2.366329
6,67,1,1,4,172.0383,165.4942,3.055185
6,68,0,1,3,89.49097,129.3201,5.43192
6,69,2,0,8,325.4984,318.6017,3.105038
6,70,1,0,7,249.0161,287.1834,4.252385
6,71,3,0,0,39.95471,34.07705,4.599834
6,72,3,1,4,180.3204,168.1471,4.817496
6,73,3,1,3,127.2335,133.5245,5.964048
6,74,3,0,2,126.2715,103.9371,4.833274
6,75,1,0,2,121.8396,92.39174,2.207147
6,76,0,1,5,188.2704,188.671,2.516372
6,77,0,0,0,93.75403,27.77771,5.36641
6,78,0,1,0,0.5787048,5.948504,6.750859
6,79,3,1,3,103.7681,123.4912,10.08363
6,80,2,0,1,53.54712,41.94174,3.439128
6,81,2,0,1,16.56241,53.93359,9.206791
6,82,1,0,7,264.7115,269.2332,7.522889
6,83,2,0,7,274.3468,280.0399,3.939138
6,84,1,0,8,267.8156,293.4772,7.056893
6,85,1,1,1,51.72382,50.95483,6.707744
6,86,2,1,8,314.1363,309.8179,3.191843
6,87,2,0,0,359.1729,11.71985,5.674864
6,88,0,0,1,114.5557,62.27082,8.600298
6,89,3,0,4,142.6765,152.0486,2.950657
6,90,0,1,0,30.73499,34.48594,3.798943
6,91,1,1,5,178.9238,188.8322,5.739856
6,92,3,1,5,180.6154,195.2374,5.617689
6,93,2,0,8,267.2699,291.5033,2.606801
6,94,3,1,3,119.5106,125.2666,4.700609
6,95,2,1,6,272.6867,223.3767,5.473124
6,96,1,1,9,280.8998,328.4868,4.238833
6,97,2,1,6,276.4229,247.3948,3.453962
6,98,1,1,2,90.60718,97.30694,3.370982
6,99,0,0,5,177.7753,189.6038,3.398478
6,100,2,1,9,329.7719,343.0722,7.206322
6,101,3,0,3,132.5334,142.3472,8.934372
6,102,1,0,2,111.5012,93.34795,4.722735
6,103,0,0,2,95.27063,90.33707,3.750059
6,104,3,1,1,50.7583,67.92238,5.933719
6,105,0,0,5,222.3549,210.9506,4.816188
6,106,3,0,1,51.14783,50.79097,3.617309
6,107,1,1,9,300.4343,341.4759,13.5065
6,108,0,0,7,241.497,271.364,3.980397
6,109,0,1,3,89.96527,112.9079,3.116638
6,110,2,1,6,268.3791,225.5159,6.539069
6,111,3,1,7,295.3861,284.327,4.900797
6,112,3,1,3,114.5627,141.5783,7.650624
6,113,2,1,5,178.9437,180.2891,4.022553
6,114,2,1,5,262.4547,204.77,3.275502
6,115,3,0,0,37.09262,22.59143,3.132872
6,116,1,0,6,235.3564,225.4087,6.656036
6,117,2,0,9,301.7968,326.2424,5.374236
6,118,3,0,7,213.688,258.4615,4.983973
6,119,1,0,6,194.8098,218.0173,4.971564
6,120,0,0,5,187.4337,211.7378,6.783412
6,121,0,0,7,257.3127,257.7861,4.415885
6,122,1,0,0,0.3489075,3.678317,2.139833
6,123,3,1,0,54.63782,34.27729,2.36552
6,124,0,1,9,317.7101,334.2875,5.96644
6,125,0,1,2,57.06763,102.6233,5.06651
6,126,3,0,5,179.3163,184.9119,4.317488
6,127,3,1,5,231.8309,215.9878,8.650608
6,128,3,0,8,276.638,295.1789,2.867446
6,129,3,1,3,114.5384,124.9384,2.666481
6,130,0,0,6,210.8571,237.0797,3.783414
6,131,2,0,5,177.2857,182.2667,4.772265
6,132,2,1,3,111.4308,131.8524,5.688961
6,133,3,0,8,292.4212,303.7603,7.283481
6,134,0,1,8,301.3547,304.4869,0.742035
6,135,2,0,8,271.3464,292.9978,2.02206
6,136,3,1,6,252.5162,243.8124,3.700026
6,137,1,0,5,179.4034,184.7536,3.704638
6,138,1,0,7,255.9077,252.5296,4.237489
6,139,0,1,6,269.3493,231.2399,3.882269
6,140,0,1,4,91.24704,150.1137,4.817222
6,141,2,0,7,224.3857,264.0384,9.423343
6,142,1,1,7,273.7082,262.9731,2.676199
6,143,1,1,0,358.9742,2.084424,3.256643
6,144,2,0,7,256.4779,259.833,2.804857
6,145,0,1,7,295.7598,254.7165,2.81665
6,146,3,0,5,182.1797,182.5329,6.000207
6,147,2,0,2,98.11905,90.02271,5.074348
6,148,0,1,7,280.9283,260.4229,5.450131
6,149,2,1,6,267.9279,220.9798,6.339647
6,150,3,1,4,125.9329,152.4889,3.450114
6,151,3,0,1,67.88712,71.89507,4.68395
6,152,1,1,6,222.6202,244.9793,7.42257
6,153,2,1,7,301.282,263.7733,5.189421
6,154,0,0,5,186.8175,188.5215,1.13171
6,155,0,1,2,66.84467,89.23786,6.582306
6,156,1,0,6,232.1111,237.3618,4.805663
6,157,2,0,6,226.0003,225.2425,5.022236
6,158,0,0,2,114.9947,95.69879,5.030999
6,159,0,0,3,134.4993,124.1486,4.349305
6,160,1,0,8,268.2606,321.2266,5.139666
6,161,1,0,1,90.96524,64.53142,5.50568
6,162,3,1,4,178.2329,172.936,4.666687
6,163,1,1,8,295.5796,301.4382,2.406042
6,164,3,0,9,1.577209,342.6038,6.150682
6,167,0,1,6,282.9752,245.8287,3.31602
6,168,2,0,4,112.2156,160.6939,9.392247
6,169,0,1,5,236.9983,202.7886,3.18316
6,170,1,0,7,234.0784,282.3172,2.488764
6,171,2,0,8,271.9486,295.4389,1.65563
6,172,1,0,6,222.401,227.2917,8.772087
6,173,3,1,8,315.3435,323.6787,4.766616
6,174,0,0,9,357.7798,359.8257,5.448931
6,175,0,0,2,105.4742,74.00017,5.400207
6,176,3,0,9,359.4947,356.8168,3.515592
6,177,3,1,5,198.826,211.744,4.765897
6,178,3,0,9,356.9127,353.9804,5.799961
6,179,0,0,9,295.2197,334.0265,6.66602
6,180,3,0,6,220.7432,242.6745,3.444423
6,181,3,1,3,119.2856,117.0694,5.683994
6,182,3,0,6,230.2582,220.4336,6.484098
6,183,0,1,8,299.1887,288.1143,1.513772
6,184,3,1,7,271.3619,265.7602,1.883874
6,185,3,1,9,316.9315,328.8567,5.717245
6,186,2,1,2,56.91516,78.55553,6.305796
6,187,2,0,9,288.1346,328.3759,3.470523
6,188,1,1,6,250.8203,245.4957,4.405145
6,189,2,1,9,331.8563,335.1671,7.722669
6,190,1,1,5,219.7798,214.7316,4.455949
6,191,3,1,9,359.096,355.3334,3.800341
6,192,2,1,3,89.46716,122.4529,6.373199
6,193,0,1,1,38.07562,64.61861,1.481683
6,194,0,0,0,101.0623,34.59135,6.31692
6,195,2,0,5,237.516,210.952,2.023697
6,196,1,1,4,175.693,171.3609,2.68723
6,197,1,1,5,250.577,212.1924,4.721626
6,198,3,1,3,93.34537,111.5849,6.35105
6,199,3,0,8,284.6787,290.904,6.517114
6,200,1,0,5,224.362,211.1415,5.656997
6,201,1,1,6,268.7772,247.2276,2.873369
6,202,0,1,7,308.8701,287.355,3.6823
6,203,2,1,6,255.1556,217.5947,4.623
6,204,2,0,2,123.5905,97.23563,7.189308
6,205,3,1,3,119.3038,113.4333,5.884084
6,206,3,0,6,209.2412,218.0818,4.683975
6,207,1,0,8,251.6979,294.1069,7.390113
6,208,1,1,1,30.75778,45.37828,6.756188
6,209,1,1,1,60.04181,70.89626,4.456559
6,210,1,0,5,213.5654,213.5095,5.32244
6,211,0,1,8,297.1953,311.1762,1.567329
6,212,0,0,5,223.2976,200.7792,4.516362
6,213,3,1,5,178.4408,184.71,3.966988
6,214,3,0,1,72.18903,49.6657,3.884223
6,215,1,1,3,118.4037,130.7586,3.957437
6,216,1,1,5,237.6122,209.374,2.406502
6,217,3,1,4,159.3401,163.6881,5.267967
6,218,2,1,0,45.58887,23.19878,2.622276
6,219,0,1,0,52.28333,32.92982,4.534266
6,220,1,0,0,15.43362,16.11072,2.638722
6,221,3,0,9,2.182922,350.5765,3.150765
6,222,0,0,8,269.8315,305.0313,3.165062
6,223,3,0,3,130.3189,114.6719,3.85103
6,224,2,1,6,269.8606,249.5958,3.039293
6,225,1,1,3,131.1732,140.1864,1.790282
6,226,0,0,7,264.2033,278.5483,1.933029
6,227,0,1,7,298.0311,265.2814,8.467556
6,228,3,1,0,23.73654,22.49575,3.517554
6,229,0,0,8,270.9556,316.3514,3.132836
6,230,2,0,6,238.3883,217.8038,5.8714
6,231,0,1,2,39.55804,83.53498,4.549059
6,232,2,1,0,34.07239,30.29168,5.339992
6,233,1,0,2,126.2935,106.3991,4.604595
6,234,2,1,9,0.8530579,352.2503,1.739042
6,235,1,0,7,248.797,276.8888,4.839601
6,236,0,0,7,244.1356,284.3789,9.533195
6,237,0,0,6,204.5669,217.6521,5.63364
6,238,1,1,8,279.6287,293.6529,3.75573
6,239,3,1,9,308.051,324.0256,2.466995
6,240,1,0,1,87.40659,37.10951,2.77164
6,241,3,1,2,48.75488,73.34486,2.33425
6,242,2,1,3,91.83258,115.1243,3.472241
6,243,2,0,1,90.19623,70.58887,3.623193
6,244,3,1,2,92.77832,92.69267,5.333451
6,245,3,0,5,184.1601,182.5736,2.615935
6,246,2,0,8,281.1831,311.6038,4.405307
6,247,2,1,0,48.72189,28.79725,4.189638
6,248,3,0,1,73.68784,60.73502,3.449921
6,249,0,1,7,306.7657,278.269,3.76347
6,250,2,0,1,91.57175,47.35615,4.155066
6,251,0,0,4,131.3301,157.8536,6.465576
6,252,0,1,3,50.80142,108.357,3.531255
6,253,2,0,5,230.7931,202.2955,4.174034
6,254,0,0,0,87.56088,28.67401,3.596295
6,255,2,1,2,67.2674,106.9521,3.789066
6,256,1,0,7,266.962,274.4643,5.039184
6,257,3,0,6,233.3312,219.5881,3.133199
6,258,3,0,5,195.1047,211.9771,6.299709
6,259,0,0,6,203.2354,219.1125,4.649911
6,260,2,0,1,87.98944,48.66442,4.805466
6,261,3,0,4,131.72,147.7756,6.117396
6,262,2,0,4,169.4351,177.0794,4.272282
6,263,0,0,5,182.64,194.2574,3.132522
6,264,0,1,8,290.488,300.4834,7.133669
6,267,1,1,9,303.4374,338.6393,3.455998
6,268,3,1,6,226.1155,227.1559,1.749629
6,269,1,1,6,269.2448,250.9039,1.990247
6,270,3,0,2,91.42938,75.72118,4.717183
6,271,3,0,9,357.6855,356.7379,2.017453
6,272,3,1,1,60.72388,56.84851,4.133914
6,273,1,1,2,87.68008,87.36117,1.771173
6,274,3,0,3,133.4087,140.2353,2.48403
6,275,2,0,0,2.367676,0.8772368,5.77324
6,276,3,0,0,359.7175,4.377923,3.21124
6,277,3,0,3,102.9467,108.1558,2.599827
6,278,0,1,4,173.5157,167.3774,4.299602
6,279,3,0,6,226.1867,216.6433,4.517259
6,280,1,0,8,266.3663,312.1524,5.75682
6,281,0,1,4,178.1274,179.6631,3.415815
6,282,1,1,0,359.7761,1.174344,2.238851
6,283,3,0,4,126.7711,152.4992,2.95062
6,284,2,0,2,121.3416,97.05975,3.12258
6,285,0,0,6,233.7349,236.0718,2.300902
6,286,2,0,6,245.222,232.8965,7.788548
6,287,3,1,7,270.3359,260.5007,3.416705
6,288,0,1,2,63.61456,82.8974,4.665862
6,289,2,1,4,91.05444,159.0199,4.622844
6,290,1,1,6,253.6854,240.1345,5.472541
6,291,0,1,1,55.75421,46.70301,2.142281
6,292,2,0,2,90.64148,81.27808,3.605126
6,293,1,1,1,73.64188,62.89024,6.940971
6,294,0,1,0,1.945343,13.51573,2.666167
6,295,2,1,9,313.0122,336.359,2.772472
6,296,2,1,9,308.2588,328.4116,2.006554
6,297,0,0,6,212.1628,243.11,2.25007
6,298,1,0,6,228.0062,246.057,6.039341
6,299,0,1,4,181.013,176.2424,4.315403
6,300,1,1,4,178.5876,173.6131,2.606554
6,301,2,1,0,28.10867,18.71403,6.706067
6,302,2,1,0,359.1864,10.96489,3.122938
6,303,3,1,0,36.16306,12.71896,3.766992
6,304,3,0,2,130.4009,106.9484,2.784041
6,305,2,0,1,66.60553,43.30187,6.438594
6,306,3,1,1,70.07135,62.89227,3.517278
6,307,0,1,0,6.415924,14.53778,4.451654
6,308,3,1,0,59.25827,28.26112,5.748811
6,309,0,0,2,128.7885,72.26439,4.566852
6,310,0,1,2,65.31552,89.49652,6.249956
6,311,2,0,7,270.3199,261.5542,2.622896
